0.4799998, 0, 0, 15.85059, 4.529256, 0, 476.2803, -1272.454, -5.798054, 0.01928791, 0.1567104, 27.89206, 2.92007, 2.680418, 106.8379
0.9999993, -0.03363407, -0.01383521, 30.53086, 5.119264, 0.35628225427465097948444, 2391.268, -1275.868, -5.798054, 0.01928791, 0.1567104, 62.55693, 2.92007, 2.672532, 108.3818
 
1.009999, -0.03375072, -0.01417155, 30.83377, 5.130818, 0.35046965977437851112984, 2446.286, -1275.935, -5.798054, 0.01928791, 0.1567104, 63.27412, 2.92007, 2.67238, 108.4114
 
1.019999, -0.03385627, -0.01450906, 31.13836, 5.143265, 0.34472460790590008553686, 2502.081, -1276.002, -5.798054, 0.01928791, 0.1567104, 63.99329, 2.92007, 2.672228, 108.4411
 
1.029999, -0.03395056, -0.01484762, 31.44288, 5.154829, 0.33904469812333610829394, 2558.66, -1276.068, -5.798054, 0.01928791, 0.1567104, 64.71449, 2.92007, 2.672077, 108.4708
 
1.039999, -0.03403298, -0.01518713, 31.74861, 5.166845, 0.33342578402925818905384, 2616.02, -1276.135, -5.798054, 0.01928791, 0.1567104, 65.43759, 2.92007, 2.671925, 108.5005
 
1.049999, -0.03410346, -0.01552746, 32.05514, 5.178863, 0.32786775650794452807058, 2674.172, -1276.202, -5.798054, 0.01928791, 0.1567104, 66.16268, 2.92007, 2.671773, 108.5302
 
1.059999, -0.03416163, -0.01586849, 32.36246, 5.190891, 0.3223665782776874435856820025, 2733.121, -1276.269, -5.798054, 0.01928791, 0.1567104, 66.88976, 2.92007, 2.671622, 108.5599
 
1.069999, -0.03420725, -0.01621011, 32.6706, 5.202922, 0.31692137641271581110296, 2792.875, -1276.336, -5.798054, 0.01928791, 0.1567104, 67.61887, 2.92007, 2.67147, 108.5896
 
1.079999, -0.03423987, -0.01655218, 32.97906, 5.214517, 0.31152876832565056502538, 2853.431, -1276.403, -5.798054, 0.01928791, 0.1567104, 68.34991, 2.92007, 2.671318, 108.6193
 
